can_id,can_nam,spe_id,spe_nam,ele_typ,can_off_sta,can_off_dis,can_off,can_par_aff,exp_amo,exp_dat,agg_amo,sup_opp,pur,pay,file_num,amn_ind,tra_id,ima_num,rec_dat,prev_file_num,dissem_dt
P00003392,"CLINTON, HILLARY RODHAM",C90011172,AMERICAN FEDERATION OF STATE COUNTY AND MUNICIPAL EMPLOYEES AFL-CIO,P,IA,00,P,Dem,"$11,355.40",01/06/2016,"$91,354.61",Support,HEADBANDS,I WORK & PLAY - PRO LINES INC,1038562,N,F57.000001,201601089004444055,01/08/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90011172,AMERICAN FEDERATION OF STATE COUNTY AND MUNICIPAL EMPLOYEES AFL-CIO,P,IA,00,P,Dem,"$75,158.43",12/09/2015,"$79,222.84",Support,T-SHIRTS,AMERICAN UNIONS EMBROIDERY AND SCREEN PRINTING INC.,1035435,N,F57.000003,201512119004173096,12/11/2015, , 
P00003392,"CLINTON, HILLARY RODHAM",C90011172,AMERICAN FEDERATION OF STATE COUNTY AND MUNICIPAL EMPLOYEES AFL-CIO,P,IA,00,P,Dem,"$3,387.98",12/02/2015,"$79,222.84",Support,PLACARDS,GARNER PRINTING,1035435,N,F57.000002,201512119004173096,12/11/2015, , 
P00003392,"CLINTON, HILLARY RODHAM",C90011172,AMERICAN FEDERATION OF STATE COUNTY AND MUNICIPAL EMPLOYEES AFL-CIO,P,IA,00,P,Dem,"$676.43",12/01/2015,"$79,222.84",Support,PEEL OFF STICKERS,LOGOMOTION INC.,1035435,N,F57.000001,201512119004173096,12/11/2015, , 
P00003392,"Clinton, Hillary",C00573790,America's Opportunity Fund,P, ,00,P,Dem,"$1,950.00",02/18/2016,"$4,032.50",Support,Phone Banking,"Benavides Strategy Group, LLC",1050492,N,D534009,201602189008490365,02/18/2016, ,02/17/2016
P00003392,"Clinton, Hillary",C00573790,America's Opportunity Fund,P, ,00,P,Dem,"$2,082.50",02/12/2016,"$2,082.50",Support,Phone Banking,"Benavides Strategy Group, LLC",1049614,A1,D533909,201602169008467345,02/16/2016,1049353,02/13/2016
P00003392,"Clinton, Hillary",C00573790,America's Opportunity Fund,P, ,00,P,Dem,"$1,200.00",02/11/2016,"$5,232.50",Support,Print Ad,Asian Journal Publications,1051472,N,D534018,201602209008524551,02/20/2016, ,02/18/2016
P00003392,"Clinton, Hillary",C00573790,America's Opportunity Fund,P, ,00,P,Dem,"$2,082.50",02/12/2016,"$3,282.50",Support,Phone Banking,"Benavides Strategy Group, LLC",1049353,N,D533909,201602149008458620,02/14/2016, ,02/13/2016
P00003392,"Clinton, Hillary",C90015678,America's Renewable Future Inc.,P,IA,00,P,Dem,"$205.32",01/05/2016,"$63,389.23",Support,Newspaper Advertisment,Herald Publishing Company,1038517,N,F57.000014,201601089004443499,01/08/2016, , 
 ,"Clinton, Hillary",C00564690,CAPA21- Federal,P, ,00,P, ,"$11,000.00",01/29/2016,"$0.00",Support,Mail Piece,"Greenlight Media Strategies, LLC",1048770,N,EDT.E.10,201602109008453314,02/10/2016, ,02/08/2016
 ,"Clinton, Hillary",C00564690,CAPA21- Federal,P,NV,00,P, ,"$11,000.00",01/29/2016,"$11,000.00",Support,Mail Piece,"Greenlight Media Strategies, LLC",1050450,A1,EDT.E.10,201602189008489862,02/18/2016,1048770,02/08/2016
 ,"Clinton, Hillary",C00564690,CAPA21- Federal,P,NV,00,P, ,"$475.00",02/17/2016,"$24,433.00",Support,Photo,"Greenlight Media Strategies, LLC",1050457,A1,EDT.E.17,201602189008489986,02/18/2016,1049246,02/12/2016
 ,"Clinton, Hillary",C00564690,CAPA21- Federal,P, ,00,P, ,"$11,000.00",01/29/2016,"$23,958.00",Support,Mail Piece,"Greenlight Media Strategies, LLC",1049246,N,EDT.E.11,201602129008458060,02/12/2016, ,02/12/2016
 ,"Clinton, Hillary",C00564690,CAPA21- Federal,P,NV,00,P, ,"$11,000.00",01/29/2016,"$24,433.00",Support,Mail Piece,"Greenlight Media Strategies, LLC",1050457,A1,EDT.E.11,201602189008489986,02/18/2016,1049246,02/12/2016
 ,"Clinton, Hillary",C00564690,CAPA21- Federal,P,NV,00,P, ,"$1,958.00",01/29/2016,"$24,433.00",Support,Print Ad,"Potomac Waves, LLC",1050457,A1,EDT.E.12,201602189008489987,02/18/2016,1049246,02/11/2016
 ,"Clinton, Hillary",C00564690,CAPA21- Federal,P, ,00,P, ,"$1,958.00",01/29/2016,"$23,958.00",Support,Print Ad,"Potomac Waves, LLC",1049246,N,EDT.E.12,201602129008458060,02/12/2016, ,02/11/2016
P00003392,"Clinton, Hillary",C00497420,Citizens United Super PAC LLC,P,US,00,P,Dem,"$140,000.00",06/09/2015,"$140,983.19",Support,Telemarketing calls opposing Hillary Clinton. Calls made from June 9th to June 30th.,InfoCision,1010124,N,B575415,15951462974,06/10/2015, ,06/09/2015
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$445.20",03/03/2016,"$18,835.00",Support,Printing - Another Feminist for Hillary,Valley Press Inc.,1053259,N,F57.4360,201603049009643725,03/04/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$359.90",02/24/2016,"$13,528.11",Support,Payroll & Benefits - Another Feminist for Hillary,"Smeal, Eleanor",1052377,N,F57.4245,201602269009628454,02/26/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$392.93",02/24/2016,"$12,799.36",Support,Payroll & Benefits - Another Feminist for Hillary,"Burroughs, Gaylynn",1052377,N,F57.4233,201602269009628450,02/26/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$749.05",02/24/2016,"$12,099.53",Support,Printing - Another Feminist for Hillary,"Dr. Don's Buttons, Badges and Magnets",1052377,N,F57.4235,201602269009628451,02/26/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$785.87",01/28/2016,"$6,600.85",Support,"Payroll & Benefits - She Wins, We Win","Burroughs, Gaylynn",1052377,N,F57.4234,201602269009628450,02/26/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$1,200.91",02/24/2016,"$11,350.48",Support,Printing - Another Feminist for Hillary,AST Sportswear Inc.,1052377,N,F57.4227,201602269009628448,02/26/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$1,439.61",01/28/2016,"$8,329.65",Support,"Payroll & Benefits - She Wins, We Win","Smeal, Eleanor",1052377,N,F57.4246,201602269009628454,02/26/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$1,614.92",02/24/2016,"$10,149.57",Support,Printing - Another Feminist for Hillary,Mark Weiss Associates,1052377,N,F57.4239,201602269009628452,02/26/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$1,662.50",02/25/2016,"$15,190.61",Support,Graphic Design - Another Feminist for Hillary (Estimated cost),Brandi Phipps Communications,1052377,N,F57.4231,201602269009628450,02/26/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$2,525.00",01/28/2016,"$5,470.00",Support,"Web Design - She Wins, We Win",Beth Soderberg Web Design & Development,1052377,N,F57.4228,201602269009628448,02/26/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$2,945.00",01/28/2016,"$2,945.00",Support,"Web Design - She Wins, We Win",Brandi Phipps Communications,1052377,N,F57.4232,201602269009628449,02/26/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P,NC,00,P,Dem,"$40.00",02/25/2016,"$325.00",Support,Paid Distribution - Another Feminist for Hillary,"Byrd, Jennifer",1052413,N,F57.4260,201602279009629312,02/27/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P,NC,00,P,Dem,"$1,920.00",02/26/2016,"$2,245.00",Support,Paid Distribution - Another Feminist for Hillary (estimated remaining),"Byrd, Jennifer",1052414,N,F57.4259,201602279009629314,02/27/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P,NC,00,P,Dem,"$285.00",02/25/2016,"$285.00",Support,Graphic Design - Another Feminist for Hillary (Estimated cost),Brandi Phipps Communications,1052377,N,F57.4229,201602269009628449,02/26/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P,VA,00,P,Dem,"$48.00",02/22/2016,"$356.75",Support,In-House Printing - Another Feminist for Hillary,FEMINIST MAJORITY,1052377,N,F57.4237,201602269009628451,02/26/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P,VA,00,P,Dem,"$308.75",02/22/2016,"$308.75",Support,Graphic Design - Another Feminist for Hillary (Estimated cost),Brandi Phipps Communications,1052377,N,F57.4230,201602269009628449,02/26/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$20.00",02/25/2016,"$15,272.61",Support,In-House Printing - Another Feminist for Hillary,FEMINIST MAJORITY,1052377,N,F57.4238,201602269009628452,02/26/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$25.98",01/28/2016,"$5,553.98",Support,"Web Domain - She Wins, We Win",Aplus.net,1052377,N,F57.4226,201602269009628448,02/26/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$29.87",01/28/2016,"$6,630.72",Support,"Payroll & Benefits - She Wins, We Win","Rader, Beth",1052377,N,F57.4241,201602269009628452,02/26/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$30.00",02/25/2016,"$15,252.61",Support,Graphic Design - Another Feminist for Hillary,"Rios, Camen",1052377,N,F57.4244,201602269009628454,02/26/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$32.00",02/25/2016,"$15,222.61",Support,In-House Printing - Another Feminist for Hillary,FEMINIST MAJORITY,1052377,N,F57.4236,201602269009628451,02/26/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$45.00",02/22/2016,"$8,374.65",Support,Online Advertising - Another Feminist for Hillary,Thunderclap,1052377,N,F57.4249,201602269009628455,02/26/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$58.00",01/28/2016,"$5,528.00",Support,"Web Hosting - She Wins, We Win",WP Engine,1052377,N,F57.4251,201602269009628456,02/26/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$100.00",02/25/2016,"$15,372.61",Support,Online Advertising - Another Feminist for Hillary (Estimated),Twitter,1052377,N,F57.4250,201602269009628456,02/26/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$109.53",02/24/2016,"$12,908.89",Support,Payroll & Benefits - Another Feminist for Hillary,"Rader, Beth",1052377,N,F57.4240,201602269009628453,02/26/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$160.00",02/22/2016,"$8,534.65",Support,Ad Design - Another Feminist for Hillary,"Rios, Camen",1052377,N,F57.4243,201602269009628453,02/26/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$259.32",01/28/2016,"$6,890.04",Support,"Payroll & Benefits - She Wins, We Win","Spillar, Kathy",1052377,N,F57.4248,201602269009628455,02/26/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$259.32",02/24/2016,"$13,168.21",Support,Payroll & Benefits - Another Feminist for Hillary,"Spillar, Kathy",1052377,N,F57.4247,201602269009628455,02/26/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$261.00",01/28/2016,"$5,814.98",Support,"Web Hosting - She Wins, We Win (Estimated Cost)",WP Engine,1052377,N,F57.4252,201602269009628456,02/26/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$306.90",02/24/2016,"$12,406.43",Support,Printing - Another Feminist for Hillary,Reston Shirt & Graphic Co. Inc.,1052377,N,F57.4242,201602269009628453,02/26/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P,NC,00,P,Dem,"$213.75",02/25/2016,"$213.75",Support,Graphic Design - Another Feminist for Hillary,Brandi Phipps Communications,1053179,A1,F57.4433,201603039009642936,03/03/2016,1052377, 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P,VA,00,P,Dem,"$48.00",02/22/2016,"$261.75",Support,In-House Printing - Another Feminist for Hillary,FEMINIST MAJORITY,1053179,A1,F57.4237,201603039009642938,03/03/2016,1052377, 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P,VA,00,P,Dem,"$213.75",02/22/2016,"$213.75",Support,Graphic Design - Another Feminist for Hillary,Brandi Phipps Communications,1053179,A1,F57.4432,201603039009642936,03/03/2016,1052377, 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$20.00",02/25/2016,"$15,722.80",Support,In-House Printing - Another Feminist for Hillary,FEMINIST MAJORITY,1053179,A1,F57.4238,201603039009642939,03/03/2016,1052377, 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$25.98",01/28/2016,"$5,553.98",Support,"Web Domain - She Wins, We Win",Aplus.net,1053179,A1,F57.4226,201603039009642935,03/03/2016,1052377, 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$29.87",01/28/2016,"$6,630.72",Support,"Payroll & Benefits - She Wins, We Win","Rader, Beth",1053179,A1,F57.4241,201603039009642939,03/03/2016,1052377, 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$30.00",02/25/2016,"$15,702.80",Support,Graphic Design - Another Feminist for Hillary,"Rios, Camen",1053179,A1,F57.4244,201603039009642941,03/03/2016,1052377, 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$32.00",02/25/2016,"$15,672.80",Support,In-House Printing - Another Feminist for Hillary,FEMINIST MAJORITY,1053179,A1,F57.4236,201603039009642938,03/03/2016,1052377, 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$45.00",02/22/2016,"$8,374.65",Support,Online Advertising - Another Feminist for Hillary,Thunderclap,1053179,A1,F57.4249,201603039009642943,03/03/2016,1052377, 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$46.44",02/23/2016,"$8,581.09",Support,Paid DistributionTravel Expenses- Another Feminist for Hillary,"Stivers, Rachel",1053179,A1,F57.4352,201603039009642942,03/03/2016,1052377, 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$58.00",01/28/2016,"$5,528.00",Support,"Web Hosting - She Wins, We Win",WP Engine,1053179,A1,F57.4251,201603039009642943,03/03/2016,1052377, 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$100.00",02/25/2016,"$15,822.80",Support,Online Advertising - Another Feminist for Hillary (Estimated),Twitter,1053179,A1,F57.4250,201603039009642943,03/03/2016,1052377, 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$109.53",02/24/2016,"$12,955.33",Support,Payroll & Benefits - Another Feminist for Hillary,"Rader, Beth",1053179,A1,F57.4240,201603039009642940,03/03/2016,1052377, 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$160.00",02/22/2016,"$8,534.65",Support,Ad Design - Another Feminist for Hillary,"Rios, Camen",1053179,A1,F57.4243,201603039009642940,03/03/2016,1052377, 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$259.32",01/28/2016,"$6,890.04",Support,"Payroll & Benefits - She Wins, We Win","Spillar, Kathy",1053179,A1,F57.4248,201603039009642942,03/03/2016,1052377, 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$259.32",02/24/2016,"$13,214.65",Support,Payroll & Benefits - Another Feminist for Hillary,"Spillar, Kathy",1053179,A1,F57.4247,201603039009642942,03/03/2016,1052377, 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$261.00",01/28/2016,"$5,814.98",Support,"Web Hosting - She Wins, We Win (Estimated Cost)",WP Engine,1053179,A1,F57.4252,201603039009642944,03/03/2016,1052377, 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$306.90",02/24/2016,"$12,452.87",Support,Printing - Another Feminist for Hillary,Reston Shirt & Graphic Co. Inc.,1053179,A1,F57.4242,201603039009642940,03/03/2016,1052377, 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$359.90",02/24/2016,"$13,574.55",Support,Payroll & Benefits - Another Feminist for Hillary,"Smeal, Eleanor",1053179,A1,F57.4245,201603039009642941,03/03/2016,1052377, 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$392.93",02/24/2016,"$12,845.80",Support,Payroll & Benefits - Another Feminist for Hillary,"Burroughs, Gaylynn",1053179,A1,F57.4233,201603039009642937,03/03/2016,1052377, 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$749.05",02/24/2016,"$12,145.97",Support,Printing - Another Feminist for Hillary,"Dr. Don's Buttons, Badges and Magnets",1053179,A1,F57.4235,201603039009642938,03/03/2016,1052377, 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$785.87",01/28/2016,"$6,600.85",Support,"Payroll & Benefits - She Wins, We Win","Burroughs, Gaylynn",1053179,A1,F57.4234,201603039009642937,03/03/2016,1052377, 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$1,200.91",02/24/2016,"$11,396.92",Support,Printing - Another Feminist for Hillary,AST Sportswear Inc.,1053179,A1,F57.4227,201603039009642935,03/03/2016,1052377, 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$1,439.61",01/28/2016,"$8,329.65",Support,"Payroll & Benefits - She Wins, We Win","Smeal, Eleanor",1053179,A1,F57.4246,201603039009642941,03/03/2016,1052377, 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$1,614.92",02/24/2016,"$10,196.01",Support,Printing - Another Feminist for Hillary,Mark Weiss Associates,1053179,A1,F57.4239,201603039009642939,03/03/2016,1052377, 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$2,066.25",02/25/2016,"$15,640.80",Support,Graphic Design - Another Feminist for Hillary,Brandi Phipps Communications,1053179,A1,F57.4434,201603039009642937,03/03/2016,1052377, 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$2,525.00",01/28/2016,"$5,470.00",Support,"Web Design - She Wins, We Win",Beth Soderberg Web Design & Development,1053179,A1,F57.4228,201603039009642935,03/03/2016,1052377, 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$2,945.00",01/28/2016,"$2,945.00",Support,"Web Design - She Wins, We Win",Brandi Phipps Communications,1053179,A1,F57.4232,201603039009642936,03/03/2016,1052377, 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P,NC,00,P,Dem,"$1,920.00",02/26/2016,"$2,382.89",Support,Paid Distribution - Another Feminist for Hillary (estimated remaining),"Byrd, Jennifer",1053181,A2,F57.4259,201603039009643012,03/03/2016,1052482, 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P, ,00,P,Dem,"$16.00",02/26/2016,"$15,838.80",Support,In-House Printing - Another Feminist for Hillary,FEMINIST MAJORITY,1053187,N,F57.4356,201603039009643100,03/03/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P,NC,00,P,Dem,"$48.00",02/27/2016,"$2,430.89",Support,Paid Distribution - Another Feminist for Hillary (Estimated),"Hagstrom, Emily",1053188,N,F57.4416,201603039009643103,03/03/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P,NC,00,P,Dem,"$48.00",02/27/2016,"$2,478.89",Support,Paid Distribution - Another Feminist for Hillary (Estimated),"Tiller, Rain",1053188,N,F57.4417,201603039009643106,03/03/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P,NC,00,P,Dem,"$48.00",02/27/2016,"$2,526.89",Support,Paid Distribution - Another Feminist for Hillary (Estimated),"Rorie, Shacora",1053188,N,F57.4418,201603039009643105,03/03/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P,NC,00,P,Dem,"$48.00",02/27/2016,"$2,574.89",Support,Paid Distribution - Another Feminist for Hillary (Estimated),"Mangum, Nabila",1053188,N,F57.4419,201603039009643104,03/03/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P,NC,00,P,Dem,"$48.00",02/27/2016,"$2,622.89",Support,Paid Distribution - Another Feminist for Hillary (Estimated),"Leeper, Gabrielle",1053188,N,F57.4420,201603039009643104,03/03/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P,NC,00,P,Dem,"$48.00",02/27/2016,"$2,670.89",Support,Paid Distribution - Another Feminist for Hillary (Estimated),"Prevatt, Pamula",1053188,N,F57.4421,201603039009643105,03/03/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P,NC,00,P,Dem,"$48.00",02/27/2016,"$2,718.89",Support,Paid Distribution - Another Feminist for Hillary (Estimated),"Moore, Danielle",1053188,N,F57.4422,201603039009643104,03/03/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P,NC,00,P,Dem,"$48.00",02/27/2016,"$2,766.89",Support,Paid Distribution - Another Feminist for Hillary (Estimated),"Sessoms, Tamara",1053188,N,F57.4423,201603039009643106,03/03/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P,NC,00,P,Dem,"$48.00",02/27/2016,"$2,814.89",Support,Paid Distribution - Another Feminist for Hillary (Estimated),"Bonner, Cyera",1053188,N,F57.4424,201603039009643102,03/03/2016, , 
P00003392,"CLINTON, HILLARY RODHAM",C90010646,FEMINIST MAJORITY,P,NC,00,P,Dem,"$40.00",02/25/2016,"$325.00",Support,Paid Distribution - Another Feminist for Hillary,"Byrd, Jennifer",1052480,A1,F57.4260,201602289009629774,02/28/2016,1052413, 
